;0.4;0.5;0.6;0.7;0.8;0.9;1;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;2.0;2.1;2.2;2.3;2.4;2.5;2.6
0.5;22;23;24;25;26;27;28;30;31;31;33;34;35;36;63;65;67;69;71;73;75;78;79
0.6;22;24;25;26;27;28;30;31;32;33;34;35;37;38;65;67;69;71;73;76;78;80;82
0.7;23;24;25;27;28;29;31;32;33;34;36;37;38;39;67;69;71;74;76;78;80;83;85
0.8;23;25;26;27;29;30;31;33;34;36;37;38;40;41;69;71;73;76;78;80;83;85;88
0.9;24;25;27;28;30;31;32;34;36;37;39;40;41;43;71;73;76;78;80;83;85;88;90
1;24;26;27;29;31;32;33;35;37;38;40;41;43;45;73;75;78;80;83;85;88;90;93
1.1;25;26;28;30;31;33;35;36;38;40;41;43;45;46;75;77;80;82;85;88;90;93;96
1.2;25;27;29;30;32;34;36;38;39;41;43;45;46;48;77;79;82;85;87;90;93;95;98
1.3;26;27;29;31;33;35;37;39;40;42;44;46;48;50;79;81;84;87;90;92;95;98;101
1.4;26;28;30;32;34;36;38;40;42;44;46;47;49;52;80;83;86;89;92;95;98;101;104
1.5;27;29;31;33;35;37;39;41;43;45;47;49;51;53;82;85;88;91;94;97;100;103;106
1.6;27;29;31;33;36;38;40;42;44;46;48;50;53;55;84;87;90;94;97;100;103;106;109
1.7;27;30;32;34;36;39;41;43;45;48;50;52;54;57;86;89;93;96;99;102;105;108;112
1.8;28;30;32;35;37;39;42;44;47;49;51;54;56;58;88;92;95;98;101;104;108;111;114
1.9;29;31;34;36;39;41;44;47;49;52;54;57;59;62;92;96;99;102;106;109;113;116;120
2;29;32;35;37;40;42;45;48;50;53;56;58;61;63;94;98;101;105;108;112;115;118;122
2.1;30;32;35;38;40;43;46;49;52;54;57;60;63;65;96;100;103;107;110;114;118;121;125
2.2;30;33;36;39;41;44;47;50;53;56;58;61;64;67;98;102;105;109;113;116;120;124;127
2.3;31;33;37;39;42;45;48;51;54;57;60;63;66;69;100;104;108;111;115;119;123;126;130
2.4;31;34;37;40;43;46;49;52;55;58;61;64;67;71;102;106;110;114;117;121;125;129;133
2.5;31;35;38;41;44;47;50;53;56;60;63;66;69;72;104;108;112;116;120;124;127;132;135
2.6;49;54;57;62;65;70;74;78;82;86;90;94;98;102;106;110;114;118;122;126;130;134;138
2.7;50;54;58;63;66;71;75;79;83;87;91;95;100;104;108;112;116;120;124;128;133;137;141
2.8;51;55;59;63;68;72;76;80;84;89;93;97;101;106;110;114;118;122;126;131;135;139;143
2.9;52;56;60;64;69;73;77;82;86;90;94;99;103;107;112;116;120;125;129;133;138;142;146
3.0;52;56;61;65;70;74;78;83;87;92;96;100;105;109;114;118;122;127;131;135;140;144;149
3.1;53;57;62;66;71;75;80;84;89;93;98;102;107;111;116;120;125;129;133;138;142;147;151
3.2;54;58;63;67;72;76;81;86;90;95;99;104;108;113;118;122;127;131;136;140;145;149;154
3.3;54;59;64;68;73;78;82;87;92;96;101;106;110;115;120;124;129;133;138;143;148;152;157
3.4;55;60;64;69;74;79;83;88;93;98;102;107;112;117;122;126;131;136;141;145;150;155;159
3.5;56;61;65;70;75;80;85;90;94;99;104;109;114;118;123;128;133;138;143;148;152;157;162
3.6;56;61;66;71;76;81;86;91;96;101;106;111;116;120;125;130;135;140;145;150;155;160;165
3.7;57;62;67;72;77;82;87;92;97;102;107;112;117;122;127;132;137;142;147;152;157;163;167
3.8;58;63;68;73;94;83;88;94;99;104;109;114;119;124;129;134;140;144;150;155;160;165;170
3.9;58;64;69;74;79;84;90;95;100;105;110;116;121;126;131;136;141;147;152;157;163;168;173
4.0;59;64;70;75;80;86;91;96;101;107;112;117;123;128;133;139;144;149;154;160;165;170;175
4.05;60;65;71;76;81;87;92;97;103;108;114;119;124;130;135;141;146;151;157;162;167;173;178
